nested_p_with_Tunisia_N                2.38587e-10
nested_p_with_Megiddo_MLBA_original       0.520956
Name: 300, dtype: object","feasible                                      True
Anatolia_N                                   0.618
Steppe_MLBA                                  0.147
Tunisia_N                                    0.235
Megiddo_MLBA_original                            0
prob                                     0.0979558
nested-p                                  0.520956
nested_p_with_Anatolia_N                         0
nested_p_with_Steppe_MLBA              1.86823e-06
nested_p_with_Tunisia_N                1.11022e-16
nested_p_with_Megiddo_MLBA_original       0.520956
Name: 301, dtype: object"
0,classification,Not Compact,Compact

,RUN,Target sample,Source populations,Reference populations,Thresholds,contributing populations,non-contributing populations,ambiguous populations,number of valid models,number of compact models,number of questionable models,number of changed classification due to questionable models,number of compact models that contain a compact model,comment
0,validation megiddo mlba original in reference set,castuk_t_15_a,"anatolia_n, armenia_chl, steppe_mlba, tunisia_n","elmiron,mota,ust_ishim,kostenki14,goyetq116-1,vestonice16,ma1,villabruna,ehg,chg,natufian,megiddo_mlba_original","tail_prob=0.05, p_value=0.05",,,,0,0,0,0,0,NO VALID MODELS

,valid models
0,classification

,RUN,Target sample,Source populations,Reference populations,Thresholds,contributing populations,non-contributing populations,ambiguous populations,number of valid models,number of compact models,number of questionable models,number of changed classification due to questionable models,number of compact models that contain a compact model,comment
0,validation steppe mlba in reference set,castuk_t_15_a,"anatolia_n, armenia_chl, tunisia_n, megiddo_mlba_original","elmiron,mota,ust_ishim,kostenki14,goyetq116-1,vestonice16,ma1,villabruna,ehg,chg,natufian,steppe_mlba","tail_prob=0.05, p_value=0.05",,,,0,0,0,0,0,NO VALID MODELS

,valid models
0,classification

,RUN,Target sample,Source populations,Reference populations,Thresholds,contributing populations,non-contributing populations,ambiguous populations,number of valid models,number of compact models,number of questionable models,number of changed classification due to questionable models,number of compact models that contain a compact model,comment
0,validation tunisia n in reference set,castuk_t_15_a,"anatolia_n, armenia_chl, steppe_mlba, megiddo_mlba_original","elmiron,mota,ust_ishim,kostenki14,goyetq116-1,vestonice16,ma1,villabruna,ehg,chg,natufian,tunisia_n","tail_prob=0.05, p_value=0.05",,,,0,0,0,0,0,NO VALID MODELS

,valid models
0,classification

,source population,anatolia_n,armenia_chl,steppe_mlba,tunisia_n,megiddo_mlba_original
0,conclusions,"main_run: Contributing
validation_armenia_chl: Contributing
","main_run: Ambiguous
","main_run: Ambiguous
validation_armenia_chl: Contributing
","main_run: Contributing
validation_armenia_chl: Contributing
","main_run: Non-Contributing
validation_armenia_chl: Non-Contributing
"

